ArchiveYear	CalFireIncident	Counties	Latitude	Longitude	year	month	day	MajorIncident	AdminUnit	CanonicalUrl	ConditionStatement	ControlStatement	CountyIds	Extinguished	FuelType	Location	Name	SearchDescription	SearchKeywords	Started	UniqueId	Updated	Group	Selected
2014.0	True	San Diego	33.078948	-116.576454	2014	07	03	True	CAL FIRE San Diego Unit	/incidents/2014/7/3/banner-fire/		The following road closures are in effect: <li>State Route 78 at Manzanita Drive</li><li>Manzanita Drive at Lakeview Drive</li>	37	2014-07-06T09:15:00Z		Banner Grade, east of Julian	Banner Fire	The Banner Fire started on July 3, 2014 and burned 217 acres on Banner Grade, west of Julian in San Diego County.	Banner Fire, Banner Grade, east of Julian, San Diego County	2014-07-03T10:43:00Z	d2623c2c-ff3d-419e-a129-b3aa542c05c4	2014-07-06T09:15:00Z	G1	No
2014.0	True	Mariposa	37.7103	-120.197	2014	06	10	True	CAL FIRE Madera-Mariposa-Merced Unit	/incidents/2014/6/10/haigh-fire/	Mop up continues.		22	2014-06-13T18:30:00Z		Highway 49 and Haigh Rd., north of Coulterville	Haigh Fire	The Haigh fire started on June 10, 2014 at 3:11 pm near Highway 49 and Haigh Rd., north of Coulterville in Mariposa County.	Haigh Fire, Coulterville, Hwy 49, Haigh Rd., Mariposa County	2014-06-10T15:11:00Z	50567f4a-c56d-4d73-9855-f5d81fa74025	2014-06-13T18:30:00Z	G1	No
2014.0	True	Inyo	37.399	-118.352	2014	04	19	True	CAL FIRE San Bernardino Unit	/incidents/2014/4/19/bridges-fire/	Firefighters continue construction of the containment line around fire perimeter, as well as mopping up in heavy fuels.  The fire is within the SRA (State Responsibility Area) with cooperative agencies assisting in the fire suppression efforts.		14	2014-04-21T19:15:00Z		off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop	Bridges Fire	The Bridges Fire started April 19, 2014 and burned 113 acres off Highway 6 and 5 Bridges Rd in Bishop in Inyo County.	Bridges Fire, Highway 6, 5 Bridges Rd, Bishop, Inyo County, CAL FIRE San Bernardino Unit,	2014-04-19T15:54:00Z	1faad916-32b9-4cd0-94b8-dacfe71fa9f8	2014-04-21T19:15:00Z	G1	No
2014.0	True	Calaveras	38.058	-120.66	2014	06	22	True	CAL FIRE Tuolumne Calaveras Unit	/incidents/2014/6/22/oak-fire/			5	2014-06-24T19:00:00Z		Oak Valley Road at Pool Station Road, south of San Andreas	Oak Fire	The Oak Fire started on June 22, 2014 and burned 85 acres off Oak Valley Road at Pool Station Road, south of San Andreas in Calaveras County.	Oak Fire, Oak Valley Road, Calaveras County, June 22, 2014, south of San Andreas	2014-06-22T12:37:00Z	06ae83a9-125e-4cf5-826e-8b541b2308fd	2014-06-24T19:00:00Z	G1	No
2014.0	True	Contra Costa	37.5359	-121.5118	2014	07	11	True	CAL FIRE Santa Clara Unit	/incidents/2014/7/11/marsh-fire/			7	2014-07-12T18:00:00Z		off Marsh Creek Rd., near Aspara Drive, east of Clayton	Marsh Fire	The Marsh Fire started on July 11th, 2014 off off Marsh Creek Rd., near Aspara Drive, east of Clayton and burned 80 acres.	Marsh Fire, Contra Costa County, Marsh Creek Road, Aspara Drive, Clayton, Santa Clara	2014-07-11T21:57:00Z	dc1a83b0-500c-440f-85d7-7090884f5487	2014-07-12T18:00:00Z	G1	No
2014.0	True	Shasta	40.5719	-121.3415	2014	07	05	True	CAL FIRE Shasta-Trinity Unit	/incidents/2014/7/5/cassel-fire/			45	2014-07-08T18:30:00Z		Off Cassel Road at Thrush Road, in Cassel	Cassel Fire	The Cassel Fire started on July 5, 2014 and burned off Cassel Road at Thrush Road, in Cassel in Shasta County.	Cassel Fire, Cassel Road, Thrush Road, Cassel,  Shasta County,	2014-07-05T18:44:00Z	0bc42201-27c2-4b3d-a329-ce44bc1261d9	2014-07-08T18:30:00Z	G1	No
2014.0	True	Fresno	36.991825	-119.525506	2014	06	09	True	CAL FIRE Fresno-Kings Unit	/incidents/2014/6/9/morgan-fire/		Highway 168 has been reopened.	10	2014-06-11T07:30:00Z		near the 16,000 block of Highway 168 near Prather	Morgan Fire	The Morgan Fire started on June 9, 2014 and burned 40 acres near the 16,000 block of Highway 168 near Prather in Fresno County.	Morgan Fire, Highway 168, Prather, Fresno County, June 2014, CAL FIRE Fresno-Kings Unit	2014-06-09T15:15:00Z	857e832f-17bd-4ad2-8789-99b003187049	2014-06-11T07:30:00Z	G1	No
2015.0	True	Lake	38.8863538	-122.4762475	2015	07	29	True	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2015/7/29/rocky-fire/	"There are still isolated pockets of smoldering fuel deep within the interior of the burn with minimal fire activity near the perimeter. Resources will continue to construct line, mop up hot spots and patrol the line for several days. “RESIDENTS ARE URGED TO STAY VIGILANT AND ADHERE TO ANY CHANGES IN EVACUATIONS AND ROAD CLOSURES”. Fire activity and direction can change at any time, be prepared and stay informed.  With the elevated fire danger, we are asking everyone to use extreme caution, “Ready, Set, Go”. For more information on how to prepare for wildfires, go to <a href=""http://www.readyforwildfire.org"">www.ReadyForWildfire.org</a>"		17	2015-08-14T18:15:00Z		near Morgan Valley Road and Rocky Creek Road, east of Clear Lake	Rocky Fire	The Rock Fire started on July 29 near Morgan Valley Road and Rocky Creek Road, east of Lower Lake in Lake County.	"Rock Fire, Lake County, Morgan Valley Road, Rocky Creek Road, east of Lower Lake, Clear Lake, Yolo County, Colusa County, Wilbur Springs, Spring Valley

319"	2015-07-29T15:29:00Z	23e85238-2966-452c-8f21-fa93a51e889b	2015-08-14T18:15:00Z	G1	No
2015.0	True	Lake	38.8142503	-122.4867319	2015	08	09	True	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2015/8/9/jerusalem-fire/	"<p>The Jerusalem Fire, north of Middletown, in Lake County is 100% as of 8/24/15 at 6:00 PM.  An engine crew will be patrolling the fire area and monitoring conditions for the next few days.  All other fire personnel have been released or reassigned to other incidents.

Fire season will continue in all areas of California until a significant amount of rain (consistent wet 
weather pattern) reaches the drought stricken State.  CAL FIRE asks all residents to review the READY, SET, GO Program with their families and be ready to implement the Program, if an emergency incident occurs in your neighborhood.  Plan, Prepare and Practice!  

</p>

<p>“RESIDENTS ARE URGED TO STAY VIGILANT AND ADHERE TO ANY CHANGES IN EVACUATIONS AND ROAD CLOSURES”. Fire activity and direction can change at any time, be prepared and stay informed.  With the elevated fire danger, we are asking everyone to use extreme caution, “Ready, Set, Go”. For more information on how to prepare for wildfires, go to www.readyforwildfire.org.</p>"		17,28	2015-08-25T06:45:00Z		Jerusalem Valley area, northeast of Middletown	Jerusalem Fire	Jerusalem Fire started on August 9, 2015 near Jerusalem Grade Road and Soda Creek in Lower Lake/Lake County.	Jerusalem Fire, Near Jerusalem Grade Road and Soda Creek in Lower Lake/Lake County August 2015	2015-08-09T15:34:00Z	94a7ae52-fed9-4997-b972-1761aa4b89ca	2015-08-25T06:45:00Z	G1	No
2015.0	True	Napa	38.8142503	-122.4867319	2015	08	09	True	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2015/8/9/jerusalem-fire/	"<p>The Jerusalem Fire, north of Middletown, in Lake County is 100% as of 8/24/15 at 6:00 PM.  An engine crew will be patrolling the fire area and monitoring conditions for the next few days.  All other fire personnel have been released or reassigned to other incidents.

Fire season will continue in all areas of California until a significant amount of rain (consistent wet 
weather pattern) reaches the drought stricken State.  CAL FIRE asks all residents to review the READY, SET, GO Program with their families and be ready to implement the Program, if an emergency incident occurs in your neighborhood.  Plan, Prepare and Practice!  

</p>

<p>“RESIDENTS ARE URGED TO STAY VIGILANT AND ADHERE TO ANY CHANGES IN EVACUATIONS AND ROAD CLOSURES”. Fire activity and direction can change at any time, be prepared and stay informed.  With the elevated fire danger, we are asking everyone to use extreme caution, “Ready, Set, Go”. For more information on how to prepare for wildfires, go to www.readyforwildfire.org.</p>"		17,28	2015-08-25T06:45:00Z		Jerusalem Valley area, northeast of Middletown	Jerusalem Fire	Jerusalem Fire started on August 9, 2015 near Jerusalem Grade Road and Soda Creek in Lower Lake/Lake County.	Jerusalem Fire, Near Jerusalem Grade Road and Soda Creek in Lower Lake/Lake County August 2015	2015-08-09T15:34:00Z	94a7ae52-fed9-4997-b972-1761aa4b89ca	2015-08-25T06:45:00Z	G1	No
2015.0	True	San Bernardino	34.339	-117.478	2015	07	17	True	CAL FIRE San Bernardino Unit/ San Bernardino National Forest / San Bernardino County Fire	/incidents/2015/7/17/north-fire/		Hwy 15 open	36	2015-07-21T07:00:00Z		off Interstate 15, south of Oaks Hills, in the Cajon Pass area	North Fire	The North Fire started on July 17 near Highway 15, near Cajon on the San Bernardino National Forest in San Bernardino County and burned 4,250 acres.	North Fire, San Bernardino County, Cajon Pass, Highway 15	2015-07-17T14:33:00Z	3d81d2e5-d6e5-4368-864b-a9e29e7e5022	2015-07-21T07:00:00Z	G1	No
2015.0	True	Alameda	37.3845	-121.3732	2015	08	19	True	CAL FIRE Santa Clara Unit	/incidents/2015/8/19/tesla-fire/	Unit is now in control of incident.		1	2015-08-22T18:30:00Z		off Tesla Rd near Correl Hollow, between Livermore and Tracy	Tesla Fire	Tesla Fire burned 2500 acres off Tesla Road near Correl Hollow, between Livermore and Tracy in Alameda County in August 2015.	Tesla Fire, Tesla and Correl Hollow, Livermore, Tracy, Alameda County, August 2015	2015-08-19T14:45:00Z	8fc920eb-ca45-4d77-9a92-1326eca602d6	2015-08-22T18:30:00Z	G1	No
2015.0	True	San Luis Obispo	35.3477	-120.6269	2015	08	16	True	CAL FIRE San Luis Obispo Unit/ Los Padres National Forest	/incidents/2015/8/16/cuesta-fire/	<p>A Forest Closure Order was ordered for the Santa Lucia Wilderness Area in the Los Padres National Forest. For more information please visit http://www.Inciweb.nwcg.gov </p>		40	2015-08-28T18:15:00Z		Off Highway 101 in the Cuesta Grade, north of San Luis Obispo	Cuesta Fire	The Cuesta Fire burned 2446 acres near Highway 101 in the Cuesta Grade, north of San Luis Obispo in San Luis Obispo County in August 2015.	Cuesta Fire, San Luis Obispo County, Cuesta Rd, Highway 101	2015-08-16T18:13:00Z	fde8f46b-0225-4489-be2d-68453a524190	2015-08-28T18:15:00Z	G1	No
2015.0	True	Nevada	39.192088	-120.882313	2015	07	25	True	CAL FIRE Nevada-Yuba-Placer Unit	/incidents/2015/7/25/lowell-fire/	Firefighter are engaged in mop up operations. Fire suppression repair is also continuing.	All road closures have been lifted.	29	2015-08-12T19:15:00Z		In the Steep Hollow drainage west of Alta	Lowell Fire	The Lowell Fire started on July 25, 2015 and burned 2,304 acres off Lowell Hill Rd & Chicago Park Powerhouse Rd, Alta in Nevada County.	Lowell Fire, Lowell Hill Road, Chicago Park Powerhouse Road, Alta, Nevada County	2015-07-25T14:37:00Z	d6b4bed4-f3d6-488a-a2fb-54c7cbfbd8b3	2015-08-12T19:15:00Z	G1	No
2015.0	True	Monterey	36.3699644	-121.589554	2015	09	19	True	CAL FIRE San Benito-Monterey Unit	/incidents/2015/9/19/tassajara-fire/	"Firefighters are continuing to mop up and patrol the fire area, making sure hot spots are mitigated and control lines are strengthened. Fire Suppression repair actions did start today.
Electricity continues to be restored to areas within the fire area.
<p>A joint investigation between CAL FIRE and the Monterey County Sheriff’s office has determined that the fire was caused as a result of an individual committing suicide.
<p>The Laureles Fire is 95 acres and 100% contained."		27	2015-09-27T18:15:00Z		Tassajara Rd at Carmel Valley Rd	Tassajara Fire	The Tassajara Fire started on September 19, 2015 off Tassajara Rd at Carmel Valley Rd (Monterey County)	Tassajara Fire, Monterey County, Carmel Valley Road, Tassajara Road, September 2015, civilian fatality	2015-09-19T15:00:00Z	1f54817c-8832-4a47-8ede-ab8072f52677	2015-09-27T18:15:00Z	G1	No
2015.0	True	Riverside	33.884313	-117.642759	2015	04	18	True	CAL FIRE/Riverside County Fire	/incidents/2015/4/18/highway-fire/			33	2015-04-24T07:30:00Z		at Hwy 71/Hwy 91 near the Prado Basin	Highway Fire	The Highway Fire, at Hwy 71/Hwy 91 near Prado Basin, burned 1,020 acres in April 2015	Highway Fire, Riverside Co., Hwy 71, Hwy 91, Prado Basin, April 2015	2015-04-18T18:12:00Z	8e3c0b14-01e5-4c41-8641-ff987ac10ad9	2015-04-24T07:30:00Z	G1	No
2015.0	True	Butte	39.5218	-121.3363	2015	09	11	True	CAL FIRE Butte Unit	/incidents/2015/9/11/lumpkin-fire/	Firefighters focused their efforts today on imnproving containment lines and suppressing hot spots. Crews will continue to patrol the fire throughout the night and extinguish hot spots that persist within the fire perimeter. As progress continues to improve, resources will be released to their home units or other active incidents throughout the state. <p>All evacuation orders and warnings for the incident have been lifted. Ponderosa Way is open to local traffic only from Lower Forbestown Rd to the Ponderosa Reservoir/S Fork Feather River.		4	2015-09-17T19:30:00Z		off Lumpkin Road and Forbestown Road, Robinson Mill	Lumpkin Fire	Lumpkin Fire started on September 11, 2015 off of Lumpkin Road and Forbestown Rd, Robinson Mill (Butte County) and burned 1,042 acres.	Lumpkin Fire, off Lumpkin Road and Forebestown Road, Robinson Mill (Butte County) September 2015	2015-09-11T14:15:00Z	f7067bff-efb4-4ca6-a627-6145836857ec	2015-09-17T19:30:00Z	G1	No
2015.0	True	Madera	37.165767	-119.523943	2015	06	18	True	CAL FIRE Madera-Mariposa-Merced Unit	/incidents/2015/6/18/corrine-fire/	Fire burning between Road 222 and Box Canyon Road which is 1.5 miles north of Kerckhoff Lake.		20	2015-06-25T18:45:00Z		Road 222 and Tunoi Place, north of Auberry	Corrine Fire	The Corrine Fire started on June 18, 2015 north of Auberry in Madera County.	Corrine Fire, Madera County, Road 222, Tunoi Place, Auberry	2015-06-18T21:00:00Z	fa8ba2dd-c9f7-454a-870b-1b39c0d8b31a	2015-06-25T18:45:00Z	G1	No
2015.0	True	San Benito	36.70854	-121.32734	2015	10	12	True	CAL FIRE San Benito - Monterey Unit	/incidents/2015/10/12/cienega-fire/			35	2015-10-16T18:00:00Z		Cienega Rd & Limekiln Rd, south of Hollister	Cienega Fire	The Cienega Fire started on October 12, 2015 off Cienega Rd & Limekiln Rd, south of Hollister (San Benito County)	Cienega Fire, Cienega Rd, Limekiln Rd, south of Hollister, San Benito County	2015-10-12T16:00:00Z	8e71e23c-6161-480e-b8ca-f03147475e4d	2015-10-16T18:00:00Z	G1	No
2015.0	True	Tulare	36.085212	-118.824235	2015	07	21	True	CAL FIRE Tulare Unit	/incidents/2015/7/21/triple-fire/	"On July 21st 2015, at 12:22pm the CAL FIRE Tulare Unit received 911 calls of a possible vegetation fire in the Springville area of Tulare County. 
<br>
CAL FIRE would like to remind all residents and visitors to the area that we remain in a drought situation and remember ONE LESS SPARK ONE LESS WILDFIRE."		54	2015-07-26T10:30:00Z		Globe Dr and Mountain Rd, Springville	Triple Fire	Triple Fire started on July 21, 2015 off of Globe Dr and Mountain Rd in the town of Springville in Tulare County. and burned 430 acres.	Triple Fire off of Globe Dr and Mountain Rd in the town of Springville [Tulare County] July 2015	2015-07-21T12:35:00Z	9e2f6af4-ea45-4163-b6a1-e1fe9571fda3	2015-07-26T10:30:00Z	G1	No
2015.0	True	Butte	39.43963	-121.38794	2015	07	29	True	CAL FIRE Butte Unit	/incidents/2015/7/29/swedes-fire/	"Fire crews will remain the area for several days.

<p>Updated acreage due to better mapping."		4	2015-08-03T17:00:00Z		Swedes Flat Road, 3 miles north of Bangor	Swedes Fire	The Swedes fire started on July 29, 2015 and burned 400 acres off Swedes Flat Road, 3 miles north of Bangor in Butte County.	Swedes Fire, Swedes Flat Road, July 29, 2015, Butte County,	2015-07-29T11:25:00Z	7428460d-f47d-45c0-8a86-3fb653829860	2015-08-03T17:00:00Z	G1	No
2015.0	True	Lake	38.925764	-122.879272	2015	08	22	True	CAL FIRE Sonoma-Lake-Napa Unit	/incidents/2015/8/22/peterson-fire/	"Though the fire will be 100% contained at 6pm today, daily CALFIRE engine patrols will continue to check for any residual smokes.  Thank you to Lake County Sheriff’s office, North Shore, Lakeport, Kelseyville, South lake, and Lake County fire districts.  Also Lake County public works department, the Lakeport Rod and Gun Club and Lampson Field for their cooperation during this and all the recent fires in Lake County.

<p>CAL FIRE would also like to thank the citizens affected by the fires and their willingness to evacuate early for their safety and helping to allow our firefighters to focus on structure defense and fire perimeter control.</p>"		17	2015-08-27T15:15:00Z		off Peterson Lane and Adobe Creek Road, near Kelseyville	Peterson Fire	The Peterson Fire burned 215 acres off Peterson Lane cross of Adobe Creek Road, near Kelseyville in Lake County in August 2015.	Peterson Fire, Lake County, Peterson Lane, Adobe Creek Road, Kelseyville, August 2015	2015-08-22T17:30:00Z	02d470c1-bf41-4ff9-9424-f680cef5bbbc	2015-08-27T15:15:00Z	G1	No
2015.0	True	Shasta	40.415108	-122.439939	2015	07	29	True	CAL FIRE Shasta-Trinity Unit	/incidents/2015/7/29/china-fire/	Firefighters continued overnight to aggressively fight the fire. Fire crews made great progress last night but are concerned about the weather forecasted for today. Weather continues to be hot and dry with very low moisture recovery at night. Firefighters will the day to gain containment and re- evaluate road closures and evacuations. Damage assessment is ongoing. Please be cautious of fire equipment and personnel when driving in the area.		45	2015-08-01T19:00:00Z		China Gulch, Happy Valley, Southwest of Redding	China Fire	The China Fire started on July 29, 2015 and burned 212 acres off China Gulch, southwest of Redding in Shasta County.	China Fire, Shasta County, July 29, 2015, China Gulch	2015-07-29T17:55:00Z	efe937e3-8b63-4495-b578-e2582fb2166d	2015-08-01T19:00:00Z	G1	No
2015.0	True	Tuolumne	37.823	-120.15644	2015	07	29	True	CAL FIRE Tuolumne-Calaveras Unit	/incidents/2015/7/29/big-creek-fire/	Crews are continuing mop-up and fire suppression repair operations. Demobilization has begun, releasing unneeded fire equipment and personnel. Motorists driving in the area of the fire on Highway 120, especially after dark, are asked to exercise great caution to avoid fire equipment and crews.		55	2015-08-04T18:00:00Z		off Hwy120 and Sprague Rd near Groveland	Big Creek Fire	The Big Creek Fire started on July 29, 2015 and burned 204 acres off Hwy 120 and Sprague Rd near Groveland in Tuolumne County and burned 204 acres.	Big Creek Fire, Tuolumne County, July 29, 2015, Hwy 120, Sprague Rd., Groveland, Yosemite National Park. 316	2015-07-29T16:30:00Z	55a1ec97-90fb-48df-8414-203b91adcd76	2015-08-04T18:00:00Z	G1	No
2015.0	True	Humboldt	41.295667	-123.784067	2015	07	24	True	CAL FIRE Humboldt-Del Norte Unit	/incidents/2015/7/24/queen-fire/	Threat to Commercial Timberlands, Critical watershed habitat in the Klamath River drainage has decreased.		12	2015-08-01T21:45:00Z		off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan	Queen Fire	The Queen Fire started on July 24, 2015 and burned 158 acres off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan in Humboldt County.	Queen Fire, Humboldt County, Hwy 169, McKinnon Hill Rd, southeast of Pecwan. 325	2015-07-24T23:00:00Z	8be9d271-ed9c-4bc9-9c22-4eff8956ab7b	2015-08-01T21:45:00Z	G1	No
2015.0	True	Yuba	39.2688	-121.26471	2015	06	18	True	CAL FIRE Nevada-Yuba-Placer Unit	/incidents/2015/6/18/cook-fire/	"<br>June 18, 2015 CAL FIRE was conducting a critical training class for fire fighters in the use of low water fire suppression operations at the U.C. Berkeley Field Station, Yuba County. This training included the use of live fire for crews to train on fire fighting tactics. The original prescribed burn area was set at 212 acres in size. The fire is currently holding at approximately 180 acres within the burn area.
<br>
<br>CAL FIRE personnel aggressively engaged the spot fires within the burn area using engines, dozers, hand crews and aircraft. The fire is currently holding at approximately 180 acres. Drought conditions will continue to influence fire behavior throughout the summer causing rapid aggressive fire activity. CAL FIRE reminds everyone to do their part and maintain a defensible space."		58	2015-06-22T11:45:00Z		UC Field Station, Scott Forbes Road	Cook Fire	The Cook Fire started June 18, 2015 near the UC Field Station, Scott Forbes Road in Yuba County.	Cook Fire, Yuba County, June 18, 2015, UC Field Station,	2015-06-18T13:07:00Z	b5fa450f-9b84-4d90-9956-bda9dfe32f28	2015-06-22T11:45:00Z	G1	No
2015.0	True	Solano	38.4113	-122.0789	2015	07	06	True	CAL FIRE Sonoma-Lake-Napa	/incidents/2015/7/6/sky-fire/		Mix Canyon Road	48	2015-07-08T20:45:00Z		Mix Canyon Rd & Sky Ranch Road, northwest of Vacaville	Sky Fire	The Sky Fire started on July 6, 2015 off Mix Canyon Rd & Sky Ranch Rd in Solano County and burned 150 acres.	Sky Fire, Mix Canyon Road and Sky Ranch Road, Solano County, CAL FIRE Sonoma Lake Napa Unit, July 2015,	2015-07-06T10:47:00Z	28b81794-bb66-466e-b9dc-337c47be5678	2015-07-08T20:45:00Z	G1	No
2015.0	True	Humboldt	40.1058823	-124.0720419	2015	08	18	True	CAL FIRE Humboldt-Del Norte Unit	/incidents/2015/8/18/horse-fire/	<p>One less spark means one less wildfire. Do your part…don’t let fires start! For additional information on how to prepare your family and harden your home against wildfires, visit www.readyforwildfire.org. For more fire information about statewide fire activity, visit www.fire.ca.gov. </p>		12	2015-08-29T07:00:00Z		Saddle Mountain Road, 6 miles NE Shelter Cove	Horse Fire	The Horse Fire near Saddle Mountain Road, 6 miles northeast of Shelter Cove burned 137 acres in August 2015.	Humboldt County, Saddle Mountain Rd, Shelter Cove, August 2015	2015-08-18T18:30:00Z	cbaa4a28-c732-4c11-9d44-7da6c3bd8e42	2015-08-29T07:00:00Z	G1	No
2015.0	True	Trinity	40.724898	-122.96174	2015	08	25	True	CAL FIRE Shasta-Trinity Unit	/incidents/2015/8/25/democrat-fire/			53	2015-08-29T18:45:00Z		Democrat Gulch, west of Weaverville	Democrat Fire	The Democrat Fire burned 128 acres near Democrat Gulch, west of Weaverville in Trinity County in August 2015.	Democrat Fire, Trinity County, Democrat Gulch, Weaverville	2015-08-25T14:08:00Z	da522578-443a-4c52-a9bb-d72bbb84dcdb	2015-08-29T18:45:00Z	G1	No
2015.0	True	Calaveras	38.052	-120.5577	2015	08	13	True	CAL FIRE Tuolumne Calaveras Unit	/incidents/2015/8/13/mark-fire/	Crews have made good progress, completing control lines and mopping up the perimeter.		5	2015-08-18T07:15:00Z		Marks Ranch Rd south of Angels Camp	Mark Fire	The Marks Fire burned 114 acres off Marks Ranch Rd south of Angels Camp in Calaveras County in August 2015.	Marks Fire, Marks Ranch Rd, Angels Camp, Calaveras County, August 2015	2015-08-13T16:15:00Z	fe668595-0980-4f41-af0c-3f14c4d391c2	2015-08-18T07:15:00Z	G1	No
2015.0	True	Tehama	40.3506868	-121.7786799	2015	08	08	True	CAL FIRE Tehama-Glenn Unit	/incidents/2015/8/8/36-fire/			52	2015-08-09T20:30:00Z		off Highwat 36 near Paynes Creek	36 Fire	Fire started on August 8, 2015 off Highway 36 near Paynes Creek (Tehama County) and burned 110 acres.	36 Fire off HWY 36 near Paynes Creek, Tehama County	2015-08-08T14:55:00Z	ffbc1cb8-be33-4483-8442-85ab2587dce4	2015-08-09T20:30:00Z	G1	No
2015.0	True	Shasta	40.47512	-122.52541	2015	09	11	True	CAL FIRE Shasta-Trinity Unit	/incidents/2015/9/11/walker-fire/	Full containment has been reached and firefighters will patrol the area for the next few days. Limited resources will remain committed working on fire suppression repair and backhauling of hose utilized for fire suppression.		45	2015-09-13T10:15:00Z		Windwalker Ln & Small Farms Dr in Igo	Walker Fire	Walker Fire started on September 11, 2015 on Windwalker Ln & Small Farms Dr in Igo (Shasta County) and burned 109 acres.	Walker Fire, Windwalker Ln & Small Farms Dr in Igo, (Shasta County) September 2015.	2015-09-11T15:08:00Z	dbd39ec2-546c-4afc-9ff2-b1939eead03e	2015-09-13T10:15:00Z	G1	No
2015.0	True	Tuolumne	38.04684	-120.30188	2015	09	08	True	CAL FIRE Tuolumne-Calaveras Unit	/incidents/2015/9/8/oak-fire/	"Please watch for firefighting personnel and equipment on the road. For firefighter safety and your own, use extreme caution when driving in the area, and consider staying completely away unless you are a resident.
<p>Firefighters are continuing to mopup and patrol the area."	Old Oak Ranch Road  remains closed. Big Hill Road is open.	55	2015-09-15T19:15:00Z		off Old Oak Ranch Rd & Big Hill Rd in the Cedar Ridge area, northeast of Sonora	Oak Fire	The Oak Fire started on September 8, 2015 off Old Oak Ranch Rd & Big Hill Rd in the Cedar Ridge area, northeast of Sonora in (Tuolumne County) and burned 108 acres.	Oak Fire, off Old Oak Ranch Rd, Big Hill Rd, Cedar Ridge area, Sonora, Tuolumne County	2015-09-08T13:23:00Z	40f44488-051f-4412-a577-c932f2ce751d	2015-09-15T19:15:00Z	G1	No
2015.0	True	San Luis Obispo	35.7183	-121.0157	2015	07	10	True	CAL FIRE San Luis Obispo Unit	/incidents/2015/7/10/deer-fire/			40	2015-07-15T07:00:00Z		southwest of Lake Nacimiento	Deer Fire	Firefighters are battling a 150 acre fire southwest of Lake Nacimiento (San Luis Obispo County).	Deer Fire, southwest of Lake Nacimiento, San Luis Obispo County, July	2015-07-10T12:41:00Z	598a3d54-ce60-466e-b44f-0e7c8f9e4ff5	2015-07-15T07:00:00Z	G1	No
2015.0	True	Tulare	36.49845	-118.9009	2015	07	30	True	CAL FIRE Tulare Unit	/incidents/2015/7/30/advance-fire/	The fire experienced minimal fire behavior overnight but firefighters will continue to remain on scene as they continue to mop up and begin suppression repair efforts within the fire area.		54	2015-08-05T17:45:00Z		5 miles north of the community of Three Rivers near Advance	Advance Fire	The Advance Fire started on July 30, 2015 and burned 86 acres near 5 miles north of the community of Three Rivers near Advance in Tulare County.	Advance Fire, Tulare County, July 30, 2014, Three Rivers, 315	2015-07-30T12:40:00Z	2a6270c5-859f-4ffa-91c2-ecbee5ebdd7b	2015-08-05T17:45:00Z	G1	No
2015.0	True	Shasta	40.67868	-121.93244	2015	08	02	True	CAL FIRE Shasta-Trinity Unit	/incidents/2015/8/2/fern-fire/	Firefighters made good overnight progress in their efforts to contain the fire. Fire crews will continue to work aggressively until full containment is achieved.		45	2015-08-04T18:00:00Z		Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run	Fern Fire	The Fern Fire started on August 2, 2015 and burned 75 acres off Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run in Shasta County.	Fern Fire, August 2, 2015, Shasta County, Oak Run Road.	2015-08-02T03:00:00Z	dfd02b2e-7e2d-4636-a178-0ebff2d170c8	2015-08-04T18:00:00Z	G1	No
2015.0	True	Shasta	40.509552	-122.199227	2015	07	29	True	CAL FIRE Shasta-Trinity Unit	/incidents/2015/7/29/mallard-fire/	Firefighters continued overnight to aggressively fight the fire. Fire crews made great progress last night but are concerned about the weather forecasted for today. Weather continues to be hot and dry with very low moisture recovery at night. Firefighters will work throughout the day mopping up and making sure all hot spots are extinguished.		45	2015-07-31T18:40:00Z		off Mallard Way in Millville	Mallard Fire	The Mallard fire started on July 29, 2015 and burned 75 acres off Mallard Way in Millville (Shasta County.)	Mallard Fire, Shasta County, July 29, 2015	2015-07-29T16:30:00Z	259d9359-0cc2-4058-bfc2-f28ab2a540f4	2015-07-31T18:40:00Z	G1	No
2015.0	True	Shasta	40.3929	-122.40546	2015	08	03	True	CAL FIRE Shasta-Trinity Unit	/incidents/2015/8/3/point-fire/	Firefighters responded to a vegetation fire in the West Valley area and were quickly able to stop the forward spread of the fire. Fire crews have made excellent progress containing the fire and will continue until full containment is reached.		45	2015-08-04T08:15:00Z		Gas Point and Happy Valley Rd, west of Cottonwood	Point Fire	The Point Fire started on August 3, 2015 and burned 59 acres off Gas Point and Happy Valley Rd, west of Cottonwood in Shasta County.	Point Fire, Gas Point and Happy Valley Rd, West Valley, Shasta Trinity, August 2015	2015-08-03T14:28:00Z	6c5fcfc7-659a-44ee-b225-c4ae919882e7	2015-08-04T08:15:00Z	G1	No
